sid,test,subname,parent_title,sub_title,catid,description
4075,Eutychides,Eutychides,People - Ancient Greece [48],Eutychides [4075],48,
4076,Evagoras,Evagoras,People - Ancient Greece [48],Evagoras [4076],48,
4077,Execias+,Execias ,People - Ancient Greece [48],Execias  [4077],48,
4078,Galen+,Galen ,People - Ancient Greece [48],Galen  [4078],48,
4079,Gelo,Gelo,People - Ancient Greece [48],Gelo [4079],48,
4080,Glaphyra+-+hetaera,Glaphyra - hetaera,People - Ancient Greece [48],Glaphyra - hetaera [4080],48,
4081,Glaucus+of+Chios,Glaucus of Chios,People - Ancient Greece [48],Glaucus of Chios [4081],48,
4082,Gorgias,Gorgias,People - Ancient Greece [48],Gorgias [4082],48,
4083,Gorgidas+,Gorgidas ,People - Ancient Greece [48],Gorgidas  [4083],48,
4084,Gregory+of+Nyssa+,Gregory of Nyssa ,People - Ancient Greece [48],Gregory of Nyssa  [4084],48,
4085,Gylippus+,Gylippus ,People - Ancient Greece [48],Gylippus  [4085],48,
4086,Hagnon,Hagnon,People - Ancient Greece [48],Hagnon [4086],48,
4087,Hagnothemis,Hagnothemis,People - Ancient Greece [48],Hagnothemis [4087],48,
4088,Harmodius+and+Aristogeiton,Harmodius and Aristogeiton,People - Ancient Greece [48],Harmodius and Aristogeiton [4088],48,
4089,Harpalus+,Harpalus ,People - Ancient Greece [48],Harpalus  [4089],48,
4090,Hecataeus+of+Abdera,Hecataeus of Abdera,People - Ancient Greece [48],Hecataeus of Abdera [4090],48,
4091,Hecataeus+of+Miletus,Hecataeus of Miletus,People - Ancient Greece [48],Hecataeus of Miletus [4091],48,
4092,Hecatomnus,Hecatomnus,People - Ancient Greece [48],Hecatomnus [4092],48,
4093,Hecato+of+Rhodes,Hecato of Rhodes,People - Ancient Greece [48],Hecato of Rhodes [4093],48,
4094,Hedylus,Hedylus,People - Ancient Greece [48],Hedylus [4094],48,
4095,Hegemon+of+Thasos,Hegemon of Thasos,People - Ancient Greece [48],Hegemon of Thasos [4095],48,
4096,Hegesander+,Hegesander ,People - Ancient Greece [48],Hegesander  [4096],48,
4097,Hegesias+of+Cyrene,Hegesias of Cyrene,People - Ancient Greece [48],Hegesias of Cyrene [4097],48,
4098,Hegesias+of+Magnesia,Hegesias of Magnesia,People - Ancient Greece [48],Hegesias of Magnesia [4098],48,
4099,Hegesippus,Hegesippus,People - Ancient Greece [48],Hegesippus [4099],48,
4100,Hegesistratus,Hegesistratus,People - Ancient Greece [48],Hegesistratus [4100],48,
4101,Heliocles+,Heliocles ,People - Ancient Greece [48],Heliocles  [4101],48,
4102,Heliodorus,Heliodorus,People - Ancient Greece [48],Heliodorus [4102],48,
4103,Hellanicus+,Hellanicus ,People - Ancient Greece [48],Hellanicus  [4103],48,
4104,Hellanicus+of+Lesbos,Hellanicus of Lesbos,People - Ancient Greece [48],Hellanicus of Lesbos [4104],48,
4105,Hephaestion,Hephaestion,People - Ancient Greece [48],Hephaestion [4105],48,
4106,Hephaistio+of+Thebes+,Hephaistio of Thebes ,People - Ancient Greece [48],Hephaistio of Thebes  [4106],48,
4107,Heracleides+,Heracleides ,People - Ancient Greece [48],Heracleides  [4107],48,
4108,Heraclides+Ponticus+,Heraclides Ponticus ,People - Ancient Greece [48],Heraclides Ponticus  [4108],48,
4109,Heraclitus,Heraclitus,People - Ancient Greece [48],Heraclitus [4109],48,
4110,Hermaeus,Hermaeus,People - Ancient Greece [48],Hermaeus [4110],48,
4111,Hermagoras+,Hermagoras ,People - Ancient Greece [48],Hermagoras  [4111],48,
4112,Hermias+%28philosopher%29,Hermias (philosopher),People - Ancient Greece [48],Hermias (philosopher) [4112],48,
4113,Hermias+of+Atarneus,Hermias of Atarneus,People - Ancient Greece [48],Hermias of Atarneus [4113],48,
4114,Hermippus+,Hermippus ,People - Ancient Greece [48],Hermippus  [4114],48,
4115,Hermocrates+,Hermocrates ,People - Ancient Greece [48],Hermocrates  [4115],48,
4116,Hero+of+Alexandria,Hero of Alexandria,People - Ancient Greece [48],Hero of Alexandria [4116],48,
4117,Aelius+Herodianus+,Aelius Herodianus ,People - Ancient Greece [48],Aelius Herodianus  [4117],48,
4118,Herodotus+,Herodotus ,People - Ancient Greece [48],Herodotus  [4118],48,
4119,Herophilus+,Herophilus ,People - Ancient Greece [48],Herophilus  [4119],48,
4120,Herostratus+,Herostratus ,People - Ancient Greece [48],Herostratus  [4120],48,
4121,Hesiod,Hesiod,People - Ancient Greece [48],Hesiod [4121],48,
4122,Hesychius+of+Alexandria,Hesychius of Alexandria,People - Ancient Greece [48],Hesychius of Alexandria [4122],48,
4123,Hicetas,Hicetas,People - Ancient Greece [48],Hicetas [4123],48,
4124,Hiero+I+of+Syracuse,Hiero I of Syracuse,People - Ancient Greece [48],Hiero I of Syracuse [4124],48,
4125,Hiero+II+of+Syracuse,Hiero II of Syracuse,People - Ancient Greece [48],Hiero II of Syracuse [4125],48,
4126,Hierocles+of+Alexandria+,Hierocles of Alexandria ,People - Ancient Greece [48],Hierocles of Alexandria  [4126],48,
4127,Hippalus+,Hippalus ,People - Ancient Greece [48],Hippalus  [4127],48,
4128,Hipparchus+%28son+of+Pisistratus%29,Hipparchus (son of Pisistratus),People - Ancient Greece [48],Hipparchus (son of Pisistratus) [4128],48,
4129,Hipparchus+,Hipparchus ,People - Ancient Greece [48],Hipparchus  [4129],48,
4130,Hippias+%28son+of+Pisistratus%29+,Hippias (son of Pisistratus) ,People - Ancient Greece [48],Hippias (son of Pisistratus)  [4130],48,
4131,Hippias,Hippias,People - Ancient Greece [48],Hippias [4131],48,
4132,Hippocleides+,Hippocleides ,People - Ancient Greece [48],Hippocleides  [4132],48,
4133,Hippocrates+,Hippocrates ,People - Ancient Greece [48],Hippocrates  [4133],48,
4134,Hippodamus,Hippodamus,People - Ancient Greece [48],Hippodamus [4134],48,
4135,Hipponax+,Hipponax ,People - Ancient Greece [48],Hipponax  [4135],48,
4136,Hipponicus+,Hipponicus ,People - Ancient Greece [48],Hipponicus  [4136],48,
4137,Histiaeus+,Histiaeus ,People - Ancient Greece [48],Histiaeus  [4137],48,
4138,Homer+,Homer ,People - Ancient Greece [48],Homer  [4138],48,
4139,Hypatia+of+Alexandria,Hypatia of Alexandria,People - Ancient Greece [48],Hypatia of Alexandria [4139],48,
4140,Hyperbolus,Hyperbolus,People - Ancient Greece [48],Hyperbolus [4140],48,
4141,Hypereides+,Hypereides ,People - Ancient Greece [48],Hypereides  [4141],48,
4142,Hypsicles,Hypsicles,People - Ancient Greece [48],Hypsicles [4142],48,
4143,Iamblichus+%28philosopher%29,Iamblichus (philosopher),People - Ancient Greece [48],Iamblichus (philosopher) [4143],48,
4144,Iambulus,Iambulus,People - Ancient Greece [48],Iambulus [4144],48,
4145,Iasus,Iasus,People - Ancient Greece [48],Iasus [4145],48,
4146,Ibycus,Ibycus,People - Ancient Greece [48],Ibycus [4146],48,
4147,Ictinus+,Ictinus ,People - Ancient Greece [48],Ictinus  [4147],48,
4148,Ion+of+Chios+,Ion of Chios ,People - Ancient Greece [48],Ion of Chios  [4148],48,
4149,Iophon+,Iophon ,People - Ancient Greece [48],Iophon  [4149],48,
4150,Iphicrates+,Iphicrates ,People - Ancient Greece [48],Iphicrates  [4150],48,
4151,Irenaeus+,Irenaeus ,People - Ancient Greece [48],Irenaeus  [4151],48,
4152,Isaeus+,Isaeus ,People - Ancient Greece [48],Isaeus  [4152],48,
4153,Isagoras+,Isagoras ,People - Ancient Greece [48],Isagoras  [4153],48,
4154,Isidore+of+Alexandria,Isidore of Alexandria,People - Ancient Greece [48],Isidore of Alexandria [4154],48,
4155,Isidorus+of+Miletus+,Isidorus of Miletus ,People - Ancient Greece [48],Isidorus of Miletus  [4155],48,
4156,Isocrates+,Isocrates ,People - Ancient Greece [48],Isocrates  [4156],48,
4157,Isyllus,Isyllus,People - Ancient Greece [48],Isyllus [4157],48,
4158,Jason+of+Pherae+,Jason of Pherae ,People - Ancient Greece [48],Jason of Pherae  [4158],48,
4159,Karanus+of+Macedon+,Karanus of Macedon ,People - Ancient Greece [48],Karanus of Macedon  [4159],48,
4160,Karkinos,Karkinos,People - Ancient Greece [48],Karkinos [4160],48,
4161,Kerykes+,Kerykes ,People - Ancient Greece [48],Kerykes  [4161],48,
4162,Koinos+of+Macedon+,Koinos of Macedon ,People - Ancient Greece [48],Koinos of Macedon  [4162],48,
4163,Lacedaimonius,Lacedaimonius,People - Ancient Greece [48],Lacedaimonius [4163],48,
4164,Laches,Laches,People - Ancient Greece [48],Laches [4164],48,
4165,Lacydes,Lacydes,People - Ancient Greece [48],Lacydes [4165],48,
4166,Lais+of+Corinth+,Lais of Corinth ,People - Ancient Greece [48],Lais of Corinth  [4166],48,
4167,Lais+of+Hyccara+,Lais of Hyccara ,People - Ancient Greece [48],Lais of Hyccara  [4167],48,
4168,Lamachus,Lamachus,People - Ancient Greece [48],Lamachus [4168],48,
4169,Lamprocles,Lamprocles,People - Ancient Greece [48],Lamprocles [4169],48,
4170,Lasus+of+Hermione+,Lasus of Hermione ,People - Ancient Greece [48],Lasus of Hermione  [4170],48,
4171,Leochares+,Leochares ,People - Ancient Greece [48],Leochares  [4171],48,
4172,Leon+,Leon ,People - Ancient Greece [48],Leon  [4172],48,
4173,Leonidas+I+,Leonidas I ,People - Ancient Greece [48],Leonidas I  [4173],48,
4174,Leonidas+II+,Leonidas II ,People - Ancient Greece [48],Leonidas II  [4174],48,
4175,Leonnatus,Leonnatus,People - Ancient Greece [48],Leonnatus [4175],48,
4176,Leosthenes,Leosthenes,People - Ancient Greece [48],Leosthenes [4176],48,
4177,Leotychides+,Leotychides ,People - Ancient Greece [48],Leotychides  [4177],48,
4178,Lesbonax+,Lesbonax ,People - Ancient Greece [48],Lesbonax  [4178],48,
4179,Lesches+,Lesches ,People - Ancient Greece [48],Lesches  [4179],48,
4180,Leucippus,Leucippus,People - Ancient Greece [48],Leucippus [4180],48,
4181,Libanius+,Libanius ,People - Ancient Greece [48],Libanius  [4181],48,
4182,Livius+Andronicus+,Livius Andronicus ,People - Ancient Greece [48],Livius Andronicus  [4182],48,
4183,Lobon,Lobon,People - Ancient Greece [48],Lobon [4183],48,
4184,Longinus,Longinus,People - Ancient Greece [48],Longinus [4184],48,
4185,Longus+,Longus ,People - Ancient Greece [48],Longus  [4185],48,
4186,Lucian+,Lucian ,People - Ancient Greece [48],Lucian  [4186],48,
4187,Lycophron+,Lycophron ,People - Ancient Greece [48],Lycophron  [4187],48,
4188,Lycortas,Lycortas,People - Ancient Greece [48],Lycortas [4188],48,
4189,Lycurgus+of+Arcadia,Lycurgus of Arcadia,People - Ancient Greece [48],Lycurgus of Arcadia [4189],48,
4190,Lycurgus+of+Athens,Lycurgus of Athens,People - Ancient Greece [48],Lycurgus of Athens [4190],48,
4191,Lycurgus+of+Nemea,Lycurgus of Nemea,People - Ancient Greece [48],Lycurgus of Nemea [4191],48,
4192,Lycurgus+of+Sparta,Lycurgus of Sparta,People - Ancient Greece [48],Lycurgus of Sparta [4192],48,
4193,Lycurgus+of+Thrace,Lycurgus of Thrace,People - Ancient Greece [48],Lycurgus of Thrace [4193],48,
4194,Lycurgus,Lycurgus,People - Ancient Greece [48],Lycurgus [4194],48,
4195,Lycus+,Lycus ,People - Ancient Greece [48],Lycus  [4195],48,
4196,Lydiadas+,Lydiadas ,People - Ancient Greece [48],Lydiadas  [4196],48,
4197,Lysander,Lysander,People - Ancient Greece [48],Lysander [4197],48,
4198,Lysanias,Lysanias,People - Ancient Greece [48],Lysanias [4198],48,
4199,Lysias,Lysias,People - Ancient Greece [48],Lysias [4199],48,
4200,Lysimachus,Lysimachus,People - Ancient Greece [48],Lysimachus [4200],48,
4201,Lysippus,Lysippus,People - Ancient Greece [48],Lysippus [4201],48,
4202,Lysis,Lysis,People - Ancient Greece [48],Lysis [4202],48,
4203,Lysistratus+,Lysistratus ,People - Ancient Greece [48],Lysistratus  [4203],48,
4204,Machaon+,Machaon ,People - Ancient Greece [48],Machaon  [4204],48,
4205,Machon+,Machon ,People - Ancient Greece [48],Machon  [4205],48,
4206,Marcellinus+,Marcellinus ,People - Ancient Greece [48],Marcellinus  [4206],48,
4207,Marcellus+of+Side,Marcellus of Side,People - Ancient Greece [48],Marcellus of Side [4207],48,
4208,Marinus,Marinus,People - Ancient Greece [48],Marinus [4208],48,
4209,Marsyas+of+Pella+,Marsyas of Pella ,People - Ancient Greece [48],Marsyas of Pella  [4209],48,
4210,Maximus+of+Smyrna,Maximus of Smyrna,People - Ancient Greece [48],Maximus of Smyrna [4210],48,
4211,Megacles+,Megacles ,People - Ancient Greece [48],Megacles  [4211],48,
4212,Megasthenes,Megasthenes,People - Ancient Greece [48],Megasthenes [4212],48,
4213,Meidias,Meidias,People - Ancient Greece [48],Meidias [4213],48,
4214,Melanippides,Melanippides,People - Ancient Greece [48],Melanippides [4214],48,
4215,Melanthius+,Melanthius ,People - Ancient Greece [48],Melanthius  [4215],48,
4216,Melas+,Melas ,People - Ancient Greece [48],Melas  [4216],48,
4217,Meleager+of+Gadara,Meleager of Gadara,People - Ancient Greece [48],Meleager of Gadara [4217],48,
4218,Melesagoras+of+Chalcedon,Melesagoras of Chalcedon,People - Ancient Greece [48],Melesagoras of Chalcedon [4218],48,
4219,Meletus+,Meletus ,People - Ancient Greece [48],Meletus  [4219],48,
4220,Melissus+of+Samos+,Melissus of Samos ,People - Ancient Greece [48],Melissus of Samos  [4220],48,
4221,Memnon+of+Rhodes+,Memnon of Rhodes ,People - Ancient Greece [48],Memnon of Rhodes  [4221],48,
4222,Menaechmus,Menaechmus,People - Ancient Greece [48],Menaechmus [4222],48,
4223,Menander+,Menander ,People - Ancient Greece [48],Menander  [4223],48,
4224,Menander+the+Just,Menander the Just,People - Ancient Greece [48],Menander the Just [4224],48,
4225,Menander+of+Ephesus,Menander of Ephesus,People - Ancient Greece [48],Menander of Ephesus [4225],48,
4226,Menander+of+Laodicea+,Menander of Laodicea ,People - Ancient Greece [48],Menander of Laodicea  [4226],48,
4227,Menecrates+of+Ephesus+,Menecrates of Ephesus ,People - Ancient Greece [48],Menecrates of Ephesus  [4227],48,
4228,Menedemus+of+Eretria,Menedemus of Eretria,People - Ancient Greece [48],Menedemus of Eretria [4228],48,
4229,Menedemus+%28Cynic%29,Menedemus (Cynic),People - Ancient Greece [48],Menedemus (Cynic) [4229],48,
4230,Menelaus+of+Alexandria,Menelaus of Alexandria,People - Ancient Greece [48],Menelaus of Alexandria [4230],48,
4231,Menexenus,Menexenus,People - Ancient Greece [48],Menexenus [4231],48,
4232,Menippus,Menippus,People - Ancient Greece [48],Menippus [4232],48,
4233,Meno,Meno,People - Ancient Greece [48],Meno [4233],48,
4234,Menodotus+of+Nicomedia,Menodotus of Nicomedia,People - Ancient Greece [48],Menodotus of Nicomedia [4234],48,
4235,Mentor+of+Rhodes,Mentor of Rhodes,People - Ancient Greece [48],Mentor of Rhodes [4235],48,
4236,Metagenes,Metagenes,People - Ancient Greece [48],Metagenes [4236],48,
4237,Meton+,Meton ,People - Ancient Greece [48],Meton  [4237],48,
4238,Metrodorus,Metrodorus,People - Ancient Greece [48],Metrodorus [4238],48,
4239,Metrodorus+of+Chios+,Metrodorus of Chios ,People - Ancient Greece [48],Metrodorus of Chios  [4239],48,
4240,Metrodorus+of+Lampsacus+%28the+elder%29+,Metrodorus of Lampsacus (the elder) ,People - Ancient Greece [48],Metrodorus of Lampsacus (the elder)  [4240],48,
4241,Metrodorus+of+Lampsacus+%28the+younger%29,Metrodorus of Lampsacus (the younger),People - Ancient Greece [48],Metrodorus of Lampsacus (the younger) [4241],48,
4242,Metrodorus+of+Scepsis,Metrodorus of Scepsis,People - Ancient Greece [48],Metrodorus of Scepsis [4242],48,
4243,Metrodorus+of+Stratonicea,Metrodorus of Stratonicea,People - Ancient Greece [48],Metrodorus of Stratonicea [4243],48,
4244,Micon,Micon,People - Ancient Greece [48],Micon [4244],48,
4245,Milo+of+Croton+,Milo of Croton ,People - Ancient Greece [48],Milo of Croton  [4245],48,
4246,Miltiades,Miltiades,People - Ancient Greece [48],Miltiades [4246],48,
4247,Mimnermus+,Mimnermus ,People - Ancient Greece [48],Mimnermus  [4247],48,
4248,Mindarus,Mindarus,People - Ancient Greece [48],Mindarus [4248],48,
4249,Mnaseas,Mnaseas,People - Ancient Greece [48],Mnaseas [4249],48,
4250,Mnesicles+,Mnesicles ,People - Ancient Greece [48],Mnesicles  [4250],48,
4251,Moeris,Moeris,People - Ancient Greece [48],Moeris [4251],48,
4252,Moschion+%28tragic+poet%29,Moschion (tragic poet),People - Ancient Greece [48],Moschion (tragic poet) [4252],48,
4253,Moschion+%28physician%29+,Moschion (physician) ,People - Ancient Greece [48],Moschion (physician)  [4253],48,
4254,Moschus,Moschus,People - Ancient Greece [48],Moschus [4254],48,
4255,Musaeus+,Musaeus ,People - Ancient Greece [48],Musaeus  [4255],48,
4256,Myia,Myia,People - Ancient Greece [48],Myia [4256],48,
4257,Myron,Myron,People - Ancient Greece [48],Myron [4257],48,
4258,Myronides,Myronides,People - Ancient Greece [48],Myronides [4258],48,
4259,Myrtilus,Myrtilus,People - Ancient Greece [48],Myrtilus [4259],48,
4260,Myrtis,Myrtis,People - Ancient Greece [48],Myrtis [4260],48,
4261,Nabis,Nabis,People - Ancient Greece [48],Nabis [4261],48,
4262,Gregory+Nazianzus+,Gregory Nazianzus ,People - Ancient Greece [48],Gregory Nazianzus  [4262],48,
4263,Nearchus,Nearchus,People - Ancient Greece [48],Nearchus [4263],48,
4264,Nicander,Nicander,People - Ancient Greece [48],Nicander [4264],48,
4265,Nicarchus,Nicarchus,People - Ancient Greece [48],Nicarchus [4265],48,
4266,Nicias+,Nicias ,People - Ancient Greece [48],Nicias  [4266],48,
4267,King+Nicias,King Nicias,People - Ancient Greece [48],King Nicias [4267],48,
4268,Nicocreon,Nicocreon,People - Ancient Greece [48],Nicocreon [4268],48,
4269,Nicomachus,Nicomachus,People - Ancient Greece [48],Nicomachus [4269],48,
4270,Nicomachus+of+Thebes,Nicomachus of Thebes,People - Ancient Greece [48],Nicomachus of Thebes [4270],48,
4271,Nicomedes+I+of+Bithynia+,Nicomedes I of Bithynia ,People - Ancient Greece [48],Nicomedes I of Bithynia  [4271],48,
4272,Nicomedes+II+of+Bithynia,Nicomedes II of Bithynia,People - Ancient Greece [48],Nicomedes II of Bithynia [4272],48,
4273,Nicomedes+III+of+Bithynia+,Nicomedes III of Bithynia ,People - Ancient Greece [48],Nicomedes III of Bithynia  [4273],48,
4274,Nicomedes+IV+of+Bithynia,Nicomedes IV of Bithynia,People - Ancient Greece [48],Nicomedes IV of Bithynia [4274],48,
4275,Olympias+,Olympias ,People - Ancient Greece [48],Olympias  [4275],48,
4276,Olympiodorus+of+Thebes,Olympiodorus of Thebes,People - Ancient Greece [48],Olympiodorus of Thebes [4276],48,
4277,Onomacritus+,Onomacritus ,People - Ancient Greece [48],Onomacritus  [4277],48,
4278,Orestes+of+Macedon+,Orestes of Macedon ,People - Ancient Greece [48],Orestes of Macedon  [4278],48,
4279,Origen+,Origen ,People - Ancient Greece [48],Origen  [4279],48,
4280,Paeonius,Paeonius,People - Ancient Greece [48],Paeonius [4280],48,
4281,Pagondas,Pagondas,People - Ancient Greece [48],Pagondas [4281],48,
4282,Palladas,Palladas,People - Ancient Greece [48],Palladas [4282],48,
4283,Pamphilus+,Pamphilus ,People - Ancient Greece [48],Pamphilus  [4283],48,
4284,Panaetius+of+Rhodes+,Panaetius of Rhodes ,People - Ancient Greece [48],Panaetius of Rhodes  [4284],48,
4285,Pantaleon+,Pantaleon ,People - Ancient Greece [48],Pantaleon  [4285],48,
4286,Parmenides,Parmenides,People - Ancient Greece [48],Parmenides [4286],48,
4287,Parmenion,Parmenion,People - Ancient Greece [48],Parmenion [4287],48,
4288,Parrhasius,Parrhasius,People - Ancient Greece [48],Parrhasius [4288],48,
4289,Paulus+Alexandrinus,Paulus Alexandrinus,People - Ancient Greece [48],Paulus Alexandrinus [4289],48,
4290,Paulus+Aegineta,Paulus Aegineta,People - Ancient Greece [48],Paulus Aegineta [4290],48,
4291,Pausanias+of+Macedon+,Pausanias of Macedon ,People - Ancient Greece [48],Pausanias of Macedon  [4291],48,
4292,Pausanias+of+Sparta,Pausanias of Sparta,People - Ancient Greece [48],Pausanias of Sparta [4292],48,
